"dataset","sim","method","minpvalue","mse"
"Airquality",44,"AR",0.9,390.98193116072
"Airquality",45,"AR",0.01,323.882499194075
"Airquality",45,"AR",0.1,360.530946463677
"Airquality",45,"AR",0.25,345.233499133685
"Airquality",45,"AR",0.5,377.50357815549
"Airquality",45,"AR",0.75,403.703594682037
"Airquality",45,"AR",0.9,415.150432086941
"Airquality",46,"AR",0.01,328.012058236907
"Airquality",46,"AR",0.1,330.421415995274
"Airquality",46,"AR",0.25,339.149785533301
"Airquality",46,"AR",0.5,351.09898824648
"Airquality",46,"AR",0.75,354.384732666379
"Airquality",46,"AR",0.9,391.589331652226
"Airquality",47,"AR",0.01,313.467351668643
"Airquality",47,"AR",0.1,333.270297958145
"Airquality",47,"AR",0.25,360.259785835933
"Airquality",47,"AR",0.5,384.879178832675
"Airquality",47,"AR",0.75,403.698752610634
"Airquality",47,"AR",0.9,379.661163231084
"Airquality",48,"AR",0.01,343.77832670152
"Airquality",48,"AR",0.1,321.515706419717
"Airquality",48,"AR",0.25,344.311840603835
"Airquality",48,"AR",0.5,379.929730917019
"Airquality",48,"AR",0.75,363.674194853564
"Airquality",48,"AR",0.9,379.815884438793
"Airquality",49,"AR",0.01,328.779018325983
"Airquality",49,"AR",0.1,332.821855136178
"Airquality",49,"AR",0.25,369.838874585087
"Airquality",49,"AR",0.5,342.60039804787
"Airquality",49,"AR",0.75,392.289607655681
"Airquality",49,"AR",0.9,404.858837982317
"Airquality",50,"AR",0.01,335.013182774124
"Airquality",50,"AR",0.1,331.781649796766
"Airquality",50,"AR",0.25,338.109484014246
"Airquality",50,"AR",0.5,393.14773636013
"Airquality",50,"AR",0.75,400.755960757214
"Airquality",50,"AR",0.9,391.349437300029
